,Tribunal,government,Décheterie,public,Departement,Mairie,beauty,arts_centre,cinema,music_school,community_centre,library,museum,theatre,alcohol,bakery,bank,butcher,car,cheese,chocolate,deli,florist,greengrocer,hairdresser,laundry,marketplace,optician,pastry,pharmacy,seafood,supermarket,tobacco,College,Crèche,Lycée,Maternelle,Primaire,University,bar,cafe,casino,commercial,fast_food,food_court,nightclub,pub,restaurant,zoo,dentist,doctors,hospital,laboratory,attraction,hotel,office,park,playground,Pompier,police,post_office,platform,station,church,mosque,cathedral,antiques,books,clothes,convenience,cosmetics,electronics,fashion_accessories,furniture,garden_centre,interior_decoration,jewelry,mall,music,musical_instrument,perfumery,retail,shoes,tea,travel_agency,vacant,vacuum_cleaner,watches,wine,bicycle_parking,bicycle_rental,fitness_centre,sports,sports_centre,sports_hall,swimming_pool,Prix m2,lat,lon
1111,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,2,0,0,2,0,3,4,2,2,6,0,0,7,0,0,0,14,0,1,0,0,0,0,0,3,8,9,0,0,1,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,5,0,0,4,0,0,2677.51,50.627969,3.014267
1112,0,0,0,0,0,1,1,0,0,0,6,2,0,2,0,5,0,4,0,0,0,0,1,0,5,1,0,1,0,5,0,4,0,3,0,0,1,3,0,7,6,0,0,6,0,0,2,6,0,1,2,0,1,0,0,0,8,5,0,0,1,16,3,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,89,4,1,0,4,0,0,2262.83,50.63291,3.112256
1113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,6,0,0,2,0,2,0,2,1,0,1,4,2,1,1,2,2,0,0,3,0,0,0,7,0,2,3,0,1,0,1,1,1,5,1,0,0,12,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,21,1,0,0,2,0,2,3239.73,50.646932,3.003137
1114,1,1,0,1,1,4,18,3,5,3,3,2,5,5,4,29,0,4,0,1,4,6,4,1,55,1,0,18,4,17,0,22,0,2,9,3,2,5,24,83,62,0,0,111,3,7,8,195,0,22,13,0,6,97,36,3,4,9,1,2,6,52,6,5,0,0,0,20,77,1,8,1,2,1,0,6,11,1,4,1,4,12,23,2,15,2,0,2,1,374,34,9,9,5,0,0,4676.25,50.62919,3.068488
1115,1,2,0,0,3,4,26,3,3,2,2,1,4,4,8,33,0,5,0,3,13,17,9,1,58,0,1,30,7,17,1,18,0,3,5,5,2,2,31,106,77,1,0,116,2,3,6,271,0,30,15,0,3,205,46,9,8,6,0,3,6,45,8,6,0,1,2,22,200,1,13,0,4,0,0,19,35,2,3,6,8,15,46,4,20,1,0,5,3,326,35,7,9,2,0,1,4999.24,50.637005,3.068146
1116,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,1,0,0,1,0,1,0,7,0,0,1,0,4,0,2,1,4,1,4,2,1,1,4,2,0,0,5,0,0,0,2,0,2,5,0,1,0,0,1,3,12,0,0,1,23,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,18,0,0,0,3,0,2,2155.96,50.64297,2.993875
1117,1,2,0,0,1,0,26,1,3,1,2,2,5,2,9,33,0,5,0,3,13,18,9,1,57,0,1,30,7,19,2,21,0,1,4,5,2,2,24,149,79,0,1,121,2,7,6,281,0,34,6,0,5,213,44,10,7,7,0,1,8,53,6,5,0,1,3,22,202,1,13,0,4,0,0,19,35,2,3,8,8,15,47,4,19,1,0,5,4,310,36,7,8,2,0,2,5943.86,50.639085,3.061665
1118,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,10,0,1,1,0,0,0,1,0,7,2,0,1,0,6,0,2,0,1,0,1,2,2,0,2,12,0,0,11,0,0,2,6,0,1,5,0,1,0,0,0,3,9,0,0,1,26,3,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,84,6,1,0,0,0,0,2624.61,50.622378,3.100903
1119,1,0,0,1,0,0,1,2,2,3,3,1,3,2,1,14,0,7,2,1,0,1,1,1,16,1,0,1,3,10,0,6,3,0,3,4,4,4,10,41,27,0,0,41,1,2,3,52,0,11,2,2,2,6,3,1,12,18,2,1,3,58,4,2,3,0,0,5,5,2,0,1,0,1,1,0,1,0,1,2,0,3,1,0,2,1,0,0,0,265,19,2,1,7,0,0,2621.64,50.620082,3.062621
1120,0,1,0,1,1,4,31,1,4,2,2,2,3,6,12,37,0,4,0,4,12,20,13,1,76,0,0,35,8,21,1,28,1,3,6,3,2,4,29,173,95,0,1,135,3,7,14,299,0,41,13,0,6,189,43,6,5,6,2,1,6,54,6,6,0,1,3,28,209,1,14,0,4,0,0,20,37,2,5,7,8,17,45,5,20,1,0,5,3,401,39,10,11,3,0,0,3749.28,50.633291,3.061761
1121,1,0,0,1,0,0,5,2,0,3,5,1,3,2,5,19,0,15,2,4,1,6,2,5,22,1,2,8,6,14,4,12,3,1,1,5,3,5,4,51,37,0,0,51,0,1,2,56,0,8,1,3,3,5,2,2,7,18,1,1,6,50,5,2,2,0,0,4,12,2,2,1,0,1,1,2,3,1,2,2,0,8,2,1,5,1,0,1,0,242,22,7,2,7,0,0,3519.34,50.619737,3.054981
1122,1,2,0,0,1,0,14,1,2,1,2,1,3,1,8,21,0,4,0,3,11,17,8,0,30,0,1,23,5,12,2,9,0,1,1,2,2,2,18,117,62,0,1,62,1,4,5,206,1,31,2,0,2,183,13,8,11,10,0,0,5,35,1,4,0,1,3,12,178,0,10,0,3,0,0,18,32,1,2,8,7,9,37,3,12,0,0,4,3,211,27,2,6,3,0,2,5254.1,50.641244,3.055181
1123,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,1,0,4,0,1,0,4,1,1,1,2,0,3,2,0,0,3,0,0,0,2,0,1,2,0,1,0,2,2,5,15,0,0,1,21,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,11,0,0,0,2,0,2,4018.32,50.6418,2.986306
1124,0,0,0,1,0,0,7,1,0,2,3,3,2,3,4,21,0,13,3,3,1,5,5,4,22,2,2,6,5,16,3,11,4,4,2,3,2,4,19,47,35,0,0,55,0,0,3,69,0,12,3,3,2,5,3,4,5,27,1,1,7,46,6,4,1,0,1,5,15,0,1,0,0,0,1,1,3,0,3,3,0,10,1,1,3,0,0,1,0,232,20,6,3,7,0,1,5344.72,50.625044,3.043319
1125,0,0,1,0,0,0,2,1,0,0,2,1,1,0,0,6,0,2,2,0,0,0,3,1,5,2,0,1,0,6,0,5,0,3,2,1,2,5,8,5,12,0,0,10,0,0,1,19,0,3,1,3,0,2,1,3,4,25,0,0,3,33,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,113,10,2,0,6,0,1,5107.42,50.621445,3.035115
1126,0,1,0,1,0,0,26,0,3,2,2,4,1,7,15,35,0,13,0,6,10,23,12,4,71,0,2,31,7,20,4,26,2,2,4,5,3,6,35,165,93,0,1,139,2,6,10,249,1,35,12,0,6,165,20,4,6,9,1,1,7,42,3,6,0,1,3,23,179,1,12,0,3,0,1,18,34,0,7,4,8,10,42,4,18,0,0,6,3,376,37,11,12,5,0,1,2969.02,50.633188,3.054875
1127,1,1,0,2,0,0,8,2,1,3,5,2,5,6,7,22,0,16,1,4,1,8,5,3,44,1,2,8,7,16,3,20,4,1,4,3,2,4,14,122,49,0,1,102,1,6,10,142,0,17,9,1,7,18,4,3,5,13,2,0,6,53,6,4,1,0,1,9,22,3,1,1,0,1,1,2,5,0,5,2,1,6,3,2,8,1,0,1,0,340,28,9,3,10,0,0,4098.04,50.624591,3.058759
1128,0,0,1,1,0,0,9,1,0,2,4,3,2,2,4,20,0,13,3,3,1,6,5,4,22,2,2,8,5,15,3,12,4,4,2,3,2,4,19,51,35,0,0,54,0,0,3,70,0,12,3,3,2,5,2,3,5,22,1,1,7,45,6,4,1,0,1,5,17,0,2,0,0,0,1,2,5,1,3,3,0,10,2,1,4,0,0,1,0,243,23,6,3,7,0,1,1721.39,50.6238,3.045241
1129,1,1,0,2,0,0,14,2,3,4,5,3,4,6,8,25,0,16,1,4,1,8,6,3,51,1,2,11,7,19,3,22,5,3,3,3,1,4,25,131,59,0,1,111,1,7,10,164,0,22,9,1,7,21,8,4,4,13,2,1,7,53,5,5,1,0,1,14,32,3,1,1,0,1,1,3,6,0,6,5,1,7,7,2,9,1,0,1,0,366,32,11,5,9,0,0,3732.08,50.62621,3.05703
1130,1,0,0,0,0,0,1,2,1,3,5,2,1,2,0,10,0,6,2,1,0,0,0,1,17,1,0,3,3,9,1,7,3,0,2,5,3,4,6,29,27,0,0,43,0,2,2,39,0,9,2,1,2,5,1,1,11,14,1,1,4,58,4,1,2,0,0,4,5,2,1,1,0,1,1,1,3,1,1,2,0,3,2,0,3,1,0,0,0,225,18,3,1,8,0,0,4426.1,50.618308,3.059637
1131,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,3,1,0,0,0,1,1,2,0,0,1,0,3,1,1,0,1,2,2,4,3,0,1,2,0,0,5,0,0,0,2,0,2,0,0,1,0,1,3,6,20,0,0,1,24,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,65,3,1,1,3,1,0,2384.83,50.606835,3.056099
1132,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,5,2,0,0,1,10,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,4,0,0,0,0,1,3598.38,50.649938,3.094578
1133,0,1,0,1,0,0,0,4,0,0,2,4,1,1,0,7,0,5,1,0,0,0,1,0,13,0,2,0,0,8,0,4,0,2,1,2,1,3,1,9,8,0,0,13,0,0,3,24,0,0,2,2,1,0,1,5,3,6,1,1,1,25,3,5,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,147,8,1,0,0,0,1,2851.93,50.639599,3.091504
1134,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,1,0,0,1,0,1,0,7,0,0,1,0,4,0,1,1,4,1,4,2,2,1,5,2,0,0,7,0,0,0,16,0,2,5,0,1,0,0,1,3,8,1,0,1,16,2,1,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,1,0,0,19,0,0,0,3,0,3,3387.9,50.648891,2.99271
1135,0,0,0,0,0,0,4,0,0,0,2,0,1,1,2,6,0,5,1,0,0,2,1,1,14,0,0,4,0,6,1,3,0,0,1,0,2,4,3,7,7,0,0,17,0,0,0,27,0,2,2,0,0,0,0,3,8,12,0,1,1,18,3,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,116,7,1,0,2,0,1,4305.0,50.638404,3.018009
1136,0,0,0,0,0,0,1,2,0,2,3,1,0,2,0,9,0,4,1,0,0,0,1,1,7,0,0,3,1,6,1,4,3,1,1,4,4,4,4,10,13,0,0,29,0,0,2,12,0,3,1,0,1,1,1,1,10,12,0,1,1,35,3,1,1,0,0,2,4,2,0,1,0,0,0,1,2,0,0,0,0,4,2,0,2,0,0,0,0,133,10,1,1,4,0,0,1856.14,50.613699,3.060518
1137,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,7,0,2,2,0,0,0,3,1,4,2,0,1,0,7,0,5,0,3,4,0,1,5,8,7,9,0,0,9,0,0,1,23,0,5,2,0,0,2,0,2,6,22,0,0,4,35,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,122,10,1,0,3,0,1,3998.64,50.624858,3.031802
1138,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,2,0,0,0,5,0,0,2,2,2,0,0,0,6,5,0,0,1,12,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,4,0,0,0,0,1,3139.16,50.646258,3.093917
1139,1,0,0,1,0,0,10,3,0,4,4,1,2,4,6,26,0,15,2,4,1,7,6,4,34,2,2,10,5,16,3,17,5,2,2,3,2,5,5,68,44,0,0,65,0,1,7,94,0,16,3,3,2,9,1,2,6,23,1,2,7,52,6,3,1,0,1,7,21,2,2,0,0,1,1,2,6,1,4,4,0,10,3,2,5,1,0,1,0,262,24,9,4,8,0,0,3009.25,50.622503,3.051313
1140,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,3,0,1,0,0,0,0,0,0,7,0,0,2,0,4,0,3,0,2,2,0,1,2,7,6,7,0,0,12,0,0,0,26,0,2,4,1,1,0,0,4,10,4,0,0,1,24,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,127,9,1,0,2,0,1,3922.64,50.631442,3.026765
1141,0,0,0,0,0,0,0,2,0,0,2,1,0,2,0,5,0,4,1,0,0,0,0,1,4,0,0,1,1,4,1,2,1,1,2,5,5,4,3,6,9,0,0,20,0,0,1,11,0,4,1,0,0,1,1,0,11,15,0,0,0,30,4,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,116,6,1,0,3,0,0,2670.65,50.612929,3.06549
1142,1,2,0,0,3,0,26,1,3,1,1,2,5,2,9,32,0,5,0,3,13,17,9,1,52,0,1,30,7,18,2,17,0,2,3,4,2,2,26,115,76,0,0,103,2,2,5,260,0,32,6,0,2,209,43,10,7,5,0,1,6,51,7,4,0,1,3,20,201,1,13,0,4,0,0,19,34,2,3,7,8,15,46,4,18,1,0,5,4,297,35,6,9,2,0,2,2956.23,50.640297,3.064047
1143,0,1,0,1,1,4,31,1,4,1,3,2,6,6,12,36,0,4,0,4,13,19,12,1,75,0,0,34,8,22,1,27,1,3,6,3,2,3,30,172,95,0,1,140,3,7,13,298,0,36,14,0,6,186,42,6,4,6,1,3,6,58,6,6,0,1,3,27,213,1,13,0,4,0,0,20,38,2,5,6,8,17,48,5,21,1,0,5,3,401,38,10,11,2,0,0,3464.65,50.633038,3.063887
1144,0,1,0,1,0,0,0,3,0,0,3,4,1,2,0,11,0,6,0,0,0,0,1,0,11,2,2,0,0,9,0,4,0,3,2,3,1,3,1,10,11,0,0,12,0,0,3,17,0,0,2,0,0,0,1,2,5,3,1,1,0,21,3,3,2,0,1,0,4,2,0,0,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,0,0,152,9,2,0,0,0,2,1987.9,50.633829,3.09563
1145,1,2,0,0,0,0,19,1,2,1,1,1,2,5,9,23,0,2,0,3,11,18,10,0,53,0,1,23,5,14,2,16,1,1,1,4,2,3,29,141,72,0,1,108,1,7,10,225,1,27,2,0,4,173,16,6,9,11,0,1,5,40,2,4,0,1,4,13,192,1,10,0,3,0,0,18,36,0,4,8,8,9,42,4,14,0,0,4,2,273,33,7,9,3,0,2,5253.2,50.63795,3.052726
1146,0,1,0,1,0,0,11,1,0,2,4,2,2,5,7,21,0,11,2,3,1,8,7,3,36,1,2,10,5,18,3,20,3,5,1,3,2,6,29,112,44,0,1,84,0,5,8,132,0,24,3,1,6,16,4,4,5,13,1,1,7,47,6,6,1,0,1,7,20,0,1,0,0,0,1,2,4,0,4,4,0,9,3,2,5,0,0,1,0,321,33,10,7,6,0,0,4153.85,50.628907,3.048599
1147,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,6,0,2,2,0,0,0,3,0,4,2,0,1,0,6,0,4,0,3,4,0,1,4,9,7,9,0,0,9,0,0,1,21,0,6,2,1,1,2,0,4,7,22,0,0,3,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,140,10,1,0,3,0,1,3597.9,50.625973,3.030965
1148,1,1,0,0,1,0,8,1,0,1,1,1,3,0,6,12,0,4,0,3,7,13,7,0,17,0,1,12,5,6,2,4,0,0,1,2,2,2,3,71,26,0,0,23,0,1,3,123,0,16,2,0,1,89,8,6,8,9,0,0,2,23,0,2,0,1,3,5,122,0,5,0,2,0,0,13,21,0,0,7,3,5,22,2,4,0,0,2,3,111,15,0,1,3,0,2,4462.57,50.646047,3.057708
1149,1,0,0,1,0,0,0,3,2,2,3,1,3,2,0,9,0,5,1,1,0,0,0,1,12,1,0,2,2,6,0,5,1,0,4,3,2,4,14,23,21,0,0,31,1,3,2,30,0,10,4,1,3,7,2,0,11,16,1,0,2,47,3,1,2,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,0,238,18,1,0,5,0,0,3681.5,50.620059,3.068392
1150,0,0,0,1,0,0,0,3,0,0,5,4,1,3,0,10,0,7,0,0,0,0,1,0,11,2,2,0,0,10,0,4,0,3,2,2,2,4,0,10,13,0,0,12,0,0,3,17,0,1,4,0,1,0,0,2,6,5,1,1,1,28,4,3,1,0,1,0,4,2,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,160,9,1,0,0,0,2,4745.0,50.633016,3.099285
1151,1,0,0,1,0,0,11,3,1,4,5,2,2,5,7,24,0,16,1,4,1,8,6,4,39,2,2,9,7,17,3,19,5,2,2,4,1,5,13,96,49,0,1,82,0,6,9,118,0,16,3,3,5,12,3,5,6,22,2,2,8,55,6,4,1,0,1,8,21,2,1,1,0,1,1,2,5,0,4,4,0,8,3,2,6,1,0,1,0,301,28,9,4,8,0,0,3209.81,50.623849,3.053117
1152,0,1,0,1,0,0,11,1,0,2,4,2,2,5,8,23,0,11,2,3,1,8,7,3,42,1,2,11,5,17,3,18,2,5,1,3,3,5,29,117,50,0,1,90,0,5,8,146,1,27,3,1,5,22,6,3,5,15,1,1,7,49,6,6,0,0,1,11,22,1,1,0,0,0,1,3,5,0,5,4,0,9,3,2,6,0,0,1,0,320,35,10,7,5,0,0,4623.02,50.63026,3.048983
1153,0,0,0,0,0,0,4,1,0,0,2,0,1,1,2,8,0,5,1,0,0,2,1,2,14,0,0,4,0,8,1,4,0,0,2,0,2,4,3,7,7,0,0,20,0,0,0,30,0,2,2,0,0,0,0,3,8,12,0,1,1,22,3,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,127,8,1,0,4,0,1,3302.86,50.637451,3.01719
1154,0,0,0,0,0,0,2,2,0,0,2,0,1,0,2,4,0,4,0,0,0,0,0,1,10,0,0,2,0,7,1,2,0,0,2,0,2,3,4,4,6,0,0,13,0,0,0,23,0,1,2,1,1,0,0,3,8,7,0,0,1,30,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,117,7,1,0,4,0,1,4959.49,50.631018,3.019666
1155,0,0,0,1,0,0,2,2,0,1,2,3,2,2,3,16,0,9,2,2,1,4,3,3,8,2,1,3,3,10,2,6,1,4,4,2,1,4,21,20,18,0,0,26,0,0,1,37,0,8,3,1,1,4,1,2,7,24,0,1,5,47,4,4,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,8,0,1,0,0,0,0,0,180,19,1,2,4,0,1,5338.3,50.627669,3.035354
1156,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,0,5,2,0,0,1,11,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,4,0,0,0,0,1,3535.74,50.650058,3.093314
1157,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,1,0,3,0,1,0,4,1,0,1,2,0,3,2,0,0,4,0,0,0,2,0,1,2,0,1,0,0,1,4,12,0,0,1,21,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,11,0,0,0,2,0,2,4324.54,50.64012,2.98922
1158,0,1,0,1,0,0,0,3,0,0,2,4,1,2,0,11,0,6,1,0,0,0,1,0,12,2,2,0,0,10,0,4,0,3,2,3,2,4,1,10,14,0,0,12,0,0,3,18,0,0,5,0,0,0,2,3,4,3,1,1,0,23,3,4,1,0,1,0,4,3,0,0,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,0,0,157,9,1,0,0,0,2,3681.81,50.632894,3.093754
1159,0,1,0,1,0,0,16,0,2,1,1,1,0,7,14,29,0,10,0,5,10,22,10,3,50,0,2,21,7,13,4,19,2,2,1,3,2,5,28,143,69,0,1,120,1,5,8,199,1,30,2,0,5,139,13,4,7,10,0,1,5,37,3,4,0,0,4,14,106,1,11,0,3,0,0,12,26,0,5,4,6,6,27,4,7,0,0,5,1,290,29,9,9,3,0,1,4987.15,50.634807,3.050953
1160,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,2,0,0,0,1,0,1,5,0,0,1,0,4,0,3,0,0,0,0,3,5,2,2,7,0,0,6,0,0,0,15,0,1,1,0,0,0,0,3,6,14,0,1,1,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,6,0,0,4,0,1,2335.05,50.633005,3.009562
1161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,3,0,0,1,0,4,0,2,0,0,0,0,3,3,0,1,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,6,14,0,1,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,4,0,0,4,0,0,2943.08,50.632559,3.00461
1162,1,0,0,2,0,0,8,2,1,3,5,2,4,5,6,16,0,16,1,4,1,7,5,4,37,1,2,8,7,13,3,14,4,0,3,5,2,4,6,77,46,0,0,72,1,3,7,109,0,17,9,1,4,10,3,1,8,15,2,1,5,55,5,3,2,0,1,7,21,2,1,1,0,1,1,1,5,0,4,2,0,5,3,2,6,1,0,1,0,304,26,8,4,7,0,0,2097.23,50.622223,3.058735
1163,1,1,0,0,1,0,10,1,0,1,1,1,4,0,7,13,0,4,0,3,10,14,7,0,21,0,1,13,5,6,2,4,0,0,1,2,2,2,6,81,37,0,0,33,0,2,4,152,0,19,2,0,1,145,9,8,9,11,0,0,3,25,0,2,0,1,3,7,133,0,5,0,3,0,0,14,29,1,0,7,5,5,23,3,7,0,0,4,3,142,19,0,1,3,0,2,4718.43,50.645087,3.05861
1164,1,0,0,0,0,0,2,2,1,3,5,1,3,2,3,16,0,13,2,4,0,6,1,3,18,1,2,4,5,12,3,12,3,0,3,5,3,4,4,51,33,0,0,53,0,2,2,55,0,6,1,3,2,6,2,1,8,16,2,1,5,57,5,2,2,0,0,5,10,2,2,1,0,1,1,1,3,1,2,2,0,5,1,1,5,1,0,1,0,252,21,5,1,7,0,0,2769.23,50.619807,3.05717
1165,1,1,0,0,1,0,10,1,0,1,1,1,4,0,7,18,0,4,0,3,10,14,7,0,24,0,1,14,5,8,2,5,0,0,1,2,2,2,7,82,47,0,0,37,0,2,6,169,0,20,2,0,1,167,11,8,9,11,0,0,3,27,0,2,0,1,3,7,137,0,8,0,3,0,0,15,30,1,0,7,6,6,29,3,9,0,0,4,3,150,19,0,2,3,0,2,5010.6,50.644592,3.058807
1166,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,4,0,3,1,0,0,0,0,1,3,0,0,1,0,4,0,1,1,1,2,3,3,3,2,6,9,0,0,20,0,0,1,10,0,4,1,1,0,1,1,0,9,11,0,0,0,27,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,94,6,1,0,3,0,0,3393.97,50.612177,3.068811
1167,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0,1,1,1,0,9,0,0,2,0,3,0,3,1,2,1,4,2,2,1,4,2,0,0,6,0,0,0,6,0,2,3,0,1,0,1,1,1,6,1,0,1,18,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,22,1,0,0,3,0,2,2286.12,50.645949,3.000961
1168,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,10,0,5,2,0,0,0,1,1,8,0,0,2,0,7,1,4,3,0,1,4,4,4,2,7,8,0,0,18,0,0,1,13,0,2,0,1,2,1,1,2,12,22,0,1,1,40,2,2,2,0,0,2,4,2,1,0,0,0,0,1,2,1,0,0,0,3,1,0,2,0,0,0,0,111,7,1,1,4,0,0,2745.99,50.613531,3.054879
1169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,3,3,1,1,2,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,9,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,3,0,0,4,0,0,2332.99,50.629295,3.007115
1170,1,2,0,0,1,0,21,1,3,1,2,1,4,2,10,27,0,5,0,3,12,18,9,1,50,0,1,27,7,16,2,17,0,2,2,5,2,2,25,147,71,0,1,114,2,6,7,256,1,35,2,0,5,210,32,9,8,9,0,0,6,56,4,5,0,1,3,18,193,1,11,0,3,0,0,19,34,1,3,8,8,14,43,4,17,0,0,5,4,267,35,6,7,2,0,2,4843.84,50.640043,3.058289
1171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,5,0,0,1,0,4,0,2,0,0,0,0,3,4,0,2,2,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,6,15,0,1,1,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,4,0,0,5,0,0,3641.52,50.634656,3.004587
1172,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,2,0,0,0,2,0,1,6,0,0,2,0,4,0,3,0,0,0,0,3,6,1,2,4,0,0,6,0,0,0,9,0,1,1,0,0,0,0,1,5,14,0,1,1,25,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68,5,0,0,4,0,1,4711.43,50.634611,3.007405
1173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,1,1,2,2,0,4,0,0,9,0,1,0,0,0,2,4,1,1,0,1,0,2,7,0,0,1,21,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,1,0,1,0,0,3213.34,50.617571,3.087619
1174,1,1,0,2,0,3,23,2,4,4,3,3,5,6,9,30,0,16,1,4,3,11,8,4,69,1,2,22,8,18,2,26,1,3,5,4,2,5,30,141,77,0,1,120,3,7,9,209,0,30,15,1,9,74,17,3,2,9,2,2,9,52,6,7,0,0,1,20,79,2,7,1,0,1,1,4,11,0,7,3,3,9,23,2,17,2,0,3,1,398,34,13,7,6,0,0,4158.43,50.628346,3.061484
